개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,분류
영동군_실내테니스장,영동군_실내테니스장,테니스장,"1월1일, 설연휴, 추석연휴",6:00,21:00,6:00,21:00,Y,,,,,150,3008,화장실,"방문,전화",,충청북도 영동군 영동읍 영동황간로123,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100401.html,36.1653675,127.7839616,2020-12-01,영동군
영동군_문화체육센터,영동군_문화체육센터,체육관,"1월1일, 설연휴, 추석연휴",6:00,21:00,6:00,21:00,Y,,,,,300,5459,화장실,"방문,전화",,충청북도 영동군 영동읍 영동황간로123,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100401.html,36.1653675,127.7839616,2020-12-01,영동군
영동체육관,영동체육관,체육관,"1월1일, 설연휴, 추석연휴",6:00,21:00,6:00,21:00,Y,,,,,2000,23155,화장실,"방문,전화",,충청북도 영동군 영동읍 영동황간로122,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100401.html,36.16401536,127.7819468,2020-12-01,영동군
영동궁도장(영무정),영동궁도장,기타,"1월1일, 설연휴, 추석연휴",6:00,21:00,6:00,21:00,N,,,,,70,351,화장실,,,충청북도 영동군 영동읍 매천6길 33,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100401.html,36.16401536,127.7819468,2020-12-01,영동군
영동탁구장,영동탁구장,기타,"1월1일, 설연휴, 추석연휴",6:00,21:00,6:00,21:00,N,,,,,250,1146,화장실,,,충청북도 영동군 영동읍 계산로3길 9,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100401.html,36.17209569,127.7805148,2020-12-01,영동군
영동소프트테니스장,영동소프트테니스장,테니스장,"1월1일, 설연휴, 추석연휴",6:00,21:00,6:00,21:00,N,,,,,500,2191,화장실,,,충청북도 영동군 영동읍 영동천1길 140,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100402.html,36.18301373,127.770106,2020-12-01,영동군
영동그라운드골프 돔구장,영동그라운드골프 돔구장,골프장,"1월1일, 설연휴, 추석연휴",6:00,21:00,6:00,21:00,N,,,,,600,2400,화장실,,,충청북도 영동군 영동읍 계산리 745,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100403.html,36.180783,127.770763,2020-12-01,영동군
영동읍_전천후게이트볼장,영동읍 전천후게이트볼장,기타,연중무휴,9:00,18:00,9:00,18:00,N,,,,,50,439,,,,충청북도 영동군 영동읍 영동황간로122,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100404.html,36.16401536,127.7819468,2020-12-01,영동군
용산면_전천후게이트볼장,용산면 전천후게이트볼장,기타,연중무휴,9:00,18:00,9:00,18:00,N,,,,,50,380,,,,충청북도 영동군 용산면 용산로 9길 37,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100405.html,36.26410675,127.8228434,2020-12-01,영동군
황간면_전천후게이트볼장,황간면 전천후게이트볼장,기타,연중무휴,9:00,18:00,9:00,18:00,N,,,,,50,1269,,,,충청북도 영동군 황간면 용암리 606-1,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100406.html,36.23427721,127.9062688,2020-12-01,영동군
황간면_서부전천후게이트볼장,황간면 전천후게이트볼장,기타,연중무휴,9:00,18:00,9:00,18:00,N,,,,,50,1269,,,,충청북도 영동군 황간면 신흥1길 25,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100407.html,36.23427721,127.9062688,2020-12-01,영동군
추풍령면_전천후게이트볼장,추풍령면 전천후게이트볼장,기타,연중무휴,9:00,18:00,9:00,18:00,N,,,,,50,498.92,,,,충청북도 영동군 추풍령면 추풍령로4길 20,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100408.html,36.21347376,128.0000639,2020-12-01,영동군
매곡면_전천후게이트볼장,매곡면 전천후게이트볼장,기타,연중무휴,9:00,18:00,9:00,18:00,N,,,,,50,499,,,,충청북도 영동군 매곡면 노천리 297-2,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100409.html,36.204832,127.930379,2020-12-01,영동군
상촌면_전천후게이트볼장,상촌면 전천후게이트볼장,기타,연중무휴,9:00,18:00,9:00,18:00,N,,,,,50,1581,,,,충청북도 영동군 상촌면 임산리 707-56,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100410.html,36.153277,127.915927,2020-12-01,영동군
양강면(괴목)_전천후게이트볼장,양강면 전천후게이트볼장,기타,연중무휴,9:00,18:00,9:00,18:00,N,,,,,50,499,,,,충청북도 영동군 양강면 괴목리 780-1,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100411.html,36.15294151,127.7504118,2020-12-01,영동군
양강면(지촌)_전천후게이트볼장,양강면 전천후게이트볼장,기타,연중무휴,9:00,18:00,9:00,18:00,N,,,,,50,499,,,,충청북도 영동군 양강면 지촌리 325-2,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100412.html,36.15294151,127.7504118,2020-12-01,영동군
용화면_전천후게이트볼장,용화면 전천후게이트볼장,기타,연중무휴,9:00,18:00,9:00,18:00,N,,,,,50,432,,,,충청북도 영동군 용화면 민주지산로 112-12,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100413.html,36.02009871,127.7668065,2020-12-01,영동군
학산면_전천후게이트볼장,학산면 전천후게이트볼장,기타,연중무휴,9:00,18:00,9:00,18:00,N,,,,,50,1654,,,,충청북도 영동군 학산면 서산로 1길 60,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100414.html,36.09792234,127.6796772,2020-12-01,영동군
양산면_전천후게이트볼장,양산면 전천후게이트볼장,기타,연중무휴,9:00,18:00,9:00,18:00,N,,,,,50,975,,,,충청북도 영동군 양산면 송호로29,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100415.html,36.12668108,127.6688388,2020-12-01,영동군
심천면(심천)_전천후게이트볼장,심천면 전천후게이트볼장,기타,연중무휴,9:00,18:00,9:00,18:00,N,,,,,50,432,,,,충청북도 영동군 심천면 초강리 385,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100416.html,36.02009871,127.7668065,2020-12-01,영동군
심천면(초강) _전천후게이트볼장,심천면 전천후게이트볼장,기타,연중무휴,9:00,18:00,9:00,18:00,N,,,,,50,432,,,,충청북도 영동군 심천면 심천리 219,,충청북도 영동군청,시설사업소,043-740-5994,www.yd21.go.kr/html/refo/lylh/lylh_100417.html,36.02009871,127.7668065,2020-12-01,영동군
레인보우영동연수원_다목적실,레인보우영동연수원,기타,법정공휴일,9:00,18:00,9:00,18:00,Y,9,50000,,,132,183.16,교육시설,"방문,전화",rainbowtraining.kr/sub03_01_01,충청북도 영동군 양강면 구강길 65,,충청북도 영동군청,가족행복과,043-740-3772,rainbowtraining.kr,36.1550229,127.7029536,2020-12-01,영동군
레인보우영동연수원_대강의실,레인보우영동연수원,기타,법정공휴일,9:00,18:00,9:00,18:00,Y,9,30000,,,100,95.24,교육시설,"방문,전화",rainbowtraining.kr/sub03_01_02,충청북도 영동군 양강면 구강길 65,,충청북도 영동군청,가족행복과,043-740-3772,rainbowtraining.kr,36.1550229,127.7029536,2020-12-01,영동군
레인보우영동연수원_중강의실,레인보우영동연수원,기타,법정공휴일,9:00,18:00,9:00,18:00,Y,9,30000,,,50,71.42,교육시설,"방문,전화",rainbowtraining.kr/sub03_01_03,충청북도 영동군 양강면 구강길 65,,충청북도 영동군청,가족행복과,043-740-3772,rainbowtraining.kr,36.1550229,127.7029536,2020-12-01,영동군
레인보우영동연수원_토론실,레인보우영동연수원,회의실,법정공휴일,9:00,18:00,9:00,18:00,Y,9,20000,,,8,23.81,교육시설,"방문,전화",rainbowtraining.kr/sub03_01_04,충청북도 영동군 양강면 구강길 65,,충청북도 영동군청,가족행복과,043-740-3772,rainbowtraining.kr,36.1550229,127.7029536,2020-12-01,영동군
레인보우영동도서관_전시실,레인보우영동도서관,기타,"매주 금요일,법정공휴일",9:00,18:00,9:00,18:00,Y,9,80000,,,120,232,문화시설,"방문,전화",www.rainbowlib.go.kr,충청북도 영동군 영동읍 계산로2길 25,,충청북도 영동군청,가족행복과,043-743-9603,www.rainbowlib.go.kr,36.17275145,127.7777922,2020-12-01,영동군
영동군_청소년수련관_체육관,영동군_청소년수련관,다목적경기장,"매주월요일,공휴일(일요일제외)",9:00,21:00,9:00,18:00,Y,,50000,1,6250,550,2497.89,운동시설,"방문,전화",,충청북도 영동군 영동읍 성안길 8,,충청북도 영동군청,가족행복과,043-740-3763,www.yd21.go.kr,36.1765215,127.7712213,2020-12-01,영동군
영동군_청소년수련관_상담실,영동군_청소년수련관,기타,"매주월요일,공휴일(일요일제외)",9:00,21:00,9:00,18:00,N,,,,,6,22.95,사무실,"방문,전화",,충청북도 영동군 영동읍 성안길 8,,충청북도 영동군청,가족행복과,043-740-3763,www.yd21.go.kr,36.1765215,127.7712213,2020-12-01,영동군
영동군_청소년수련관_AV감상실,영동군_청소년수련관,기타,"매주월요일,공휴일(일요일제외)",9:00,21:00,9:00,18:00,N,,,,,15,64,문화시설,"방문,전화",,충청북도 영동군 영동읍 성안길 8,,충청북도 영동군청,가족행복과,043-740-3763,www.yd21.go.kr,36.1765215,127.7712213,2020-12-01,영동군
영동군_청소년수련관_노래연습실,영동군_청소년수련관,기타,"매주월요일,공휴일(일요일제외)",9:00,21:00,9:00,18:00,N,,,,,10,40,문화시설,"방문,전화",,충청북도 영동군 영동읍 성안길 8,,충청북도 영동군청,가족행복과,043-740-3763,www.yd21.go.kr,36.1765215,127.7712213,2020-12-01,영동군
영동군_청소년수련관_포켓볼장,영동군_청소년수련관,기타,"매주월요일,공휴일(일요일제외)",9:00,21:00,9:00,18:00,N,,,,,4,80,문화시설,"방문,전화",,충청북도 영동군 영동읍 성안길 8,,충청북도 영동군청,가족행복과,043-740-3763,www.yd21.go.kr,36.1765215,127.7712213,2020-12-01,영동군
영동군_여성회관_예식장,영동군_여성회관,기타,연중무휴,9:00,18:00,9:00,18:00,Y,2,100000,,,120,240,문화시설,"방문,전화",,충청북도 영동군 영동읍 성안길 8,,충청북도 영동군청,가족행복과,043-740-3888,www.yd21.go.kr,36.1765215,127.7712213,2020-12-01,영동군
영동군 여성회관_폐백실,영동군_여성회관,기타,연중무휴,9:00,18:00,9:00,18:00,Y,2,40000,,,20,59,문화시설,"방문,전화",,충청북도 영동군 영동읍 성안길 8,,충청북도 영동군청,가족행복과,043-740-3888,www.yd21.go.kr,36.1765215,127.7712213,2020-12-01,영동군
영동군 여성회관_식당,영동군_여성회관,기타,연중무휴,9:00,18:00,9:00,18:00,Y,2,80000,,,192,240,문화시설,"방문,전화",,충청북도 영동군 영동읍 성안길 8,,충청북도 영동군청,가족행복과,043-740-3888,www.yd21.go.kr,36.1765215,127.7712213,2020-12-01,영동군
영동군 여성회관_교육장,영동군_여성회관,기타,연중무휴,9:00,18:00,9:00,18:00,Y,4,30000,,,50,80,문화시설,"방문,전화",,충청북도 영동군 영동읍 성안길 8,,충청북도 영동군청,가족행복과,043-740-3888,www.yd21.go.kr,36.1765215,127.7712213,2020-12-01,영동군
레인보우영동도서관_어린이자료실,레인보우영동도서관,기타,"매주 금요일,법정공휴일",9:00,18:00,9:00,18:00,N,,,,,80,217,문화시설,,www.rainbowlib.go.kr,충청북도 영동군 영동읍 계산로2길 25,,충청북도 영동군청,가족행복과,043-743-9603,www.rainbowlib.go.kr,36.17275145,127.7777922,2020-12-01,영동군
레인보우영동도서관_일반자료실,레인보우영동도서관,기타,"매주 금요일,법정공휴일",9:00,22:00,9:00,18:00,N,,,,,71,217,문화시설,,www.rainbowlib.go.kr,충청북도 영동군 영동읍 계산로2길 25,,충청북도 영동군청,가족행복과,043-743-9603,www.rainbowlib.go.kr,36.17275145,127.7777922,2020-12-01,영동군
레인보우영동도서관_열람실,레인보우영동도서관,기타,"매주 금요일,법정공휴일",9:00,22:00,9:00,22:00,N,,,,,30,100,문화시설,,www.rainbowlib.go.kr,충청북도 영동군 영동읍 계산로2길 25,,충청북도 영동군청,가족행복과,043-743-9603,www.rainbowlib.go.kr,36.17275145,127.7777922,2020-12-01,영동군
레인보우영동도서관_디지털자료실,레인보우영동도서관,기타,"매주 금요일,법정공휴일",9:00,18:00,9:00,18:00,N,,,,,40,185,문화시설,,www.rainbowlib.go.kr,충청북도 영동군 영동읍 계산로2길 25,,충청북도 영동군청,가족행복과,043-743-9603,www.rainbowlib.go.kr,36.17275145,127.7777922,2020-12-01,영동군
괴산종합운동장,괴산종합운동장,다목적경기장,"주말, 법적공휴일",6:00,22:00,9:00,18:00,Y,3,75000,1,22500,6500,7480,,"방문, 팩스",,충청북도 괴산군 괴산읍 동진천길 197,,충청북도 괴산군청,시설사업소,043-830-3810,,36.8123053,127.7864347,2020-06-21,괴산군
문화체육센터 체육관,문화체육센터,체육관,"주말, 법적공휴일",6:00,22:00,9:00,18:00,Y,3,65000,1,19500,3000,1294,의자 500,"방문, 팩스",,충청북도 괴산군 괴산읍 임꺽정로 99-9,,충청북도 괴산군청,시설사업소,043-830-3830,,36.8137979,127.786007,2020-06-21,괴산군
국민체육센터 체육관,국민체육센터,체육관,"일요일, 법적공휴일",6:00,22:00,9:00,18:00,Y,3,65000,1,19500,,1336,의자 300,"방문, 팩스",,충청북도 괴산군 괴산읍 임꺽정로 113,,충청북도 괴산군청,시설사업소,043-830-2696,,36.8146933,127.783476,2020-06-21,괴산군
괴산전천후게이트볼장,괴산전천후게이트볼장,기타,없음,6:00,22:00,9:00,18:00,Y,3,30000,1,9000,,320,,"방문, 팩스",,충청북도 괴산군 괴산읍 동진천길 213,,충청북도 괴산군청,시설사업소,043-830-3831,,36.8122588,127.7851369,2020-06-21,괴산군
국궁장 궁도장,국궁장,기타,없음,6:00,22:00,9:00,18:00,Y,3,30000,1,9000,,396,,"방문, 팩스",,충청북도 괴산군 괴산읍 임꺽정로 75,,충청북도 괴산군청,시설사업소,043-830-3810,,36.81344157,127.7885377,2020-06-21,괴산군
괴산종합운동장,괴산종합운동장,다목적경기장,"주말, 법적공휴일",6:00,22:00,9:00,18:00,Y,3,75000,1,22500,6500,7480,,"방문, 팩스",,충청북도 괴산군 괴산읍 동진천길 197,,충청북도 괴산군청,시설사업소,043-830-3810,,36.8123053,127.7864347,2020-06-21,괴산군
문화체육센터 체육관,문화체육센터,체육관,"주말, 법적공휴일",6:00,22:00,9:00,18:00,Y,3,65000,1,19500,3000,1294,의자 500,"방문, 팩스",,충청북도 괴산군 괴산읍 임꺽정로 99-9,,충청북도 괴산군청,시설사업소,043-830-3830,,36.8137979,127.786007,2020-06-21,괴산군
국민체육센터 체육관,국민체육센터,체육관,"일요일, 법적공휴일",6:00,22:00,9:00,18:00,Y,3,65000,1,19500,,1336,의자 300,"방문, 팩스",,충청북도 괴산군 괴산읍 임꺽정로 113,,충청북도 괴산군청,시설사업소,043-830-2696,,36.8146933,127.783476,2020-06-21,괴산군
괴산전천후게이트볼장,괴산전천후게이트볼장,기타,없음,6:00,22:00,9:00,18:00,Y,3,30000,1,9000,,320,,"방문, 팩스",,충청북도 괴산군 괴산읍 동진천길 213,,충청북도 괴산군청,시설사업소,043-830-3831,,36.8122588,127.7851369,2020-06-21,괴산군
국궁장 궁도장,국궁장,기타,없음,6:00,22:00,9:00,18:00,Y,3,30000,1,9000,,396,,"방문, 팩스",,충청북도 괴산군 괴산읍 임꺽정로 75,,충청북도 괴산군청,시설사업소,043-830-3810,,36.81344157,127.7885377,2020-06-21,괴산군
청주유도회관,청주유도회관,기타,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 상당구 1순환로1514번길 70(용정동 241외3),,충북유도회,,,,36.62690625,127.5242862,2020-07-17,청주시
충북스포츠센터,충북스포츠센터,체육관,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 서원구 흥덕로 37(사직동808-6외7),,충청북도,,,,36.63877763,127.4721571,2020-07-17,청주시
국제테니스장,국제테니스장,테니스장,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 상당구 호미로242 (금천동 327),,청주시체육회,,,,36.62914684,127.5130182,2020-07-17,청주시
청주정구장(솔밭),청주정구장(솔밭),기타,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 흥덕구 대신로 157 (송정동산140-61),,충북정구연맹,,,,36.64662578,127.4349393,2020-07-17,청주시
실내수영장,실내수영장,기타,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 서원구 흥덕로 69 (사직1동 788외 1),,시설관리공단,,,,36.64209999,127.469677,2020-07-17,청주시
"올림픽기념관,     국민생활관","올림픽기념관,국민생활관",체육관,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 서원구 흥덕로 69 (사직1동 788외 1),,시설관리공단,,,,36.64209999,127.469677,2020-07-17,청주시
청주롤러스케이트장,청주롤러스케이트장,기타,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 서원구 흥덕로 69 (사직1동 788외 1),,시설관리공단,,,,36.64209999,127.469677,2020-07-17,청주시
김수녕양궁장,김수녕양궁장,기타,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 상당구 1순환로1514번길 89 (용정동 252외 28),,시설관리공단,,,,36.6265125,127.5269309,2020-07-17,청주시
용정축구공원,용정축구공원,축구장,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 상당구 1순환로1594번길 42 (용정동 460외),,시설관리공단,,,,36.63473344,127.5172772,2020-07-17,청주시
청주국궁장,청주국궁장,기타,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 상당구 우암산로114 (수동 산4-56),,청주국궁협회,,,,36.64450966,127.495899,2020-07-17,청주시
"배드민턴, 태권도체육관","배드민턴, 태권도체육관",기타,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 서원구 사직대로 229 (사직1동 808),,시설관리공단,,,,36.63785774,127.4723438,2020-07-17,청주시
청주흥덕지구축구공원,청주흥덕지구축구공원,축구장,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 흥덕구 휴암동 산65-1번지,,시설관리공단,,,,36.613479,127.4145255,2020-07-17,청주시
내수공설운동장,내수공설운동장,기타,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 청원구 내수읍 도원세교로 343 (내수읍 덕암리 8-2),,시설관리공단,,,,36.69572867,127.5572083,2020-07-17,청주시
내수국궁장(약수정),내수국궁장(약수정),기타,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 청원구 내수읍 도원세교로 356,,시설관리공단,,,,36.69590951,127.5586151,2020-07-17,청주시
가덕생활체육공원,가덕생활체육공원,기타,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 상당구 가덕면 인차3길 51-2,,시설관리공단,,,,36.56198883,127.5576092,2020-07-17,청주시
청주종합사격장,청주종합사격장,기타,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 청원구 내수읍 도원세교로 369,,시설관리공단,,,,36.69772777,127.55904,2020-07-17,청주시
내수국민체육센터,내수국민체육센터,체육관,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 청원구 내수읍 청암로 91-4,,학교법인 주성학원,,,,36.72555442,127.5402518,2020-07-17,청주시
남궁유도회관,남궁유도회관,기타,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 서원구 흥덕로 55 (사직동 808),,충북유도회,,,,36.64011419,127.4714272,2020-07-17,청주시
청주시립미술관,청주시립미술관,전시실,매주 월요일,10:00,19:00,10:00,19:00,Y,,1000,,,,,,,,충청북도 청주시 서원구 충렬로18번길 50,,청주시청,청주시립미술관,043-201-2649,www.cmoa.or.kr,36.63471608,127.4782998,2020-07-17,청주시
예술의전당,대전시실,전시실,"월요일, 설, 추석",9:00,22:00,9:00,22:00,Y,13,179560,,,200,898,냉방+난방,인터넷,,충청북도 청주시 서원구 흥덕로69 (사직동755),,충청북도 청주시청,문화체육관광국,043-201-2306,http://ac.cheongju.go.kr,36.64209999,127.469677,2020-07-17,청주시
예술의전당,대공연장,기타,"월요일, 설, 추석",8:00,22:00,8:00,22:00,Y,4,250000,10,10000,1493,6156,피아노+무대시설+음향+녹음+조명+영사기+냉방+난방,인터넷,,충청북도 청주시 서원구 흥덕로69 (사직동755),,충청북도 청주시청,문화체육관광국,043-201-2306,http://ac.cheongju.go.kr,36.64209999,127.469677,2020-07-17,청주시
예술의전당,대회의실,회의실,"월요일, 설, 추석",8:00,22:00,8:00,22:00,Y,5,140000,,,100,464,음향+냉방+난방+빔프로잭트,인터넷,,충청북도 청주시 서원구 흥덕로69 (사직동755),,충청북도 청주시청,문화체육관광국,043-201-2306,http://ac.cheongju.go.kr,36.64209999,127.469677,2020-07-17,청주시
예술의전당,소1전시실,전시실,"월요일, 설, 추석",9:00,22:00,9:00,22:00,Y,13,62200,,,120,311,냉방+난방,인터넷,,충청북도 청주시 서원구 흥덕로69 (사직동755),,충청북도 청주시청,문화체육관광국,043-201-2306,http://ac.cheongju.go.kr,36.64209999,127.469677,2020-07-17,청주시
예술의전당,소2전시실,전시실,"월요일, 설, 추석",9:00,22:00,9:00,22:00,Y,13,62200,,,120,311,냉방+난방,인터넷,,충청북도 청주시 서원구 흥덕로69 (사직동755),,충청북도 청주시청,문화체육관광국,043-201-2306,http://ac.cheongju.go.kr,36.64209999,127.469677,2020-07-17,청주시
예술의전당,소공연장,기타,"월요일, 설, 추석",8:00,22:00,8:00,22:00,Y,4,90000,10,5000,232,1506,피아노+무대시설+음향+녹음+조명+영사기+냉방+난방,인터넷,,충청북도 청주시 서원구 흥덕로69 (사직동755),,충청북도 청주시청,문화체육관광국,043-201-2306,http://ac.cheongju.go.kr,36.64209999,127.469677,2020-07-17,청주시
청주문화관,제1전시실,전시실,"월요일, 설, 추석",9:00,22:00,9:00,22:00,Y,13,20740,,,50,122,냉방+난방,인터넷,,충청북도 청주시 서원구 흥덕로69 (사직동755),,충청북도 청주시청,문화체육관광국,043-201-2306,http://ac.cheongju.go.kr,36.64209999,127.469677,2020-07-17,청주시
청주문화관,제3전시실,전시실,"월요일, 설, 추석",9:00,22:00,9:00,22:00,Y,13,36070,,,80,212,냉방+난방,인터넷,,충청북도 청주시 서원구 흥덕로69 (사직동755),,충청북도 청주시청,문화체육관광국,043-201-2306,http://ac.cheongju.go.kr,36.64209999,127.469677,2020-07-17,청주시
청주문화관,제4전시실,전시실,"월요일, 설, 추석",9:00,22:00,9:00,22:00,Y,13,32110,,,70,189,냉방+난방,인터넷,,충청북도 청주시 서원구 흥덕로69 (사직동755),,충청북도 청주시청,문화체육관광국,043-201-2306,http://ac.cheongju.go.kr,36.64209999,127.469677,2020-07-17,청주시
청주아트홀,청주아트홀,기타,"월요일, 설, 추석",8:00,22:00,8:00,22:00,Y,4,130000,10,7000,702,3001,피아노+무대시설+음향+녹음+조명+영사기+냉방+난방,인터넷,,충청북도 청주시 서원구 흥덕로69 (사직동755),,충청북도 청주시청,문화체육관광국,043-201-2306,http://ac.cheongju.go.kr,36.64209999,127.469677,2020-07-17,청주시
하수처리과,테니스장,테니스장,없음,8:00,22:00,8:00,22:00,Y,2,5000,2,5000,30,528,,전화,http://www.cheongju.go.kr/environment/images/contents/cts_644_img_2.jpg,충청북도 청주시 흥덕구 옥산면 미호로 555,,충청북도 청주시청,환경관리본부,043-201-4802,http://www.cheongju.go.kr/environment/contents.do?key=644,36.66570358,127.3937448,2020-07-17,청주시
하수처리과,족구장,족구장,없음,8:00,22:00,8:00,22:00,N,,,,,50,908,,전화,http://www.cheongju.go.kr/environment/images/contents/cts_644_img_2.jpg,충청북도 청주시 흥덕구 옥산면 미호로 555,,충청북도 청주시청,환경관리본부,043-201-4802,http://www.cheongju.go.kr/environment/contents.do?key=644,36.66570358,127.3937448,2020-07-17,청주시
하수처리과,풋살장,풋살경기장,없음,8:00,22:00,8:00,22:00,Y,1,10000,1,10000,100,1600,,전화,http://www.cheongju.go.kr/environment/images/contents/cts_644_img_2.jpg,충청북도 청주시 흥덕구 옥산면 미호로 555,,충청북도 청주시청,환경관리본부,043-201-4802,http://www.cheongju.go.kr/environment/contents.do?key=644,36.66570358,127.3937448,2020-07-17,청주시
하수처리과,다목적구장,다목적경기장,없음,8:00,22:00,8:00,22:00,N,,,,,1500,4275,데크10개+테이블+의자10개,전화,http://www.cheongju.go.kr/environment/images/contents/cts_644_img.jpg,충청북도 청주시 흥덕구 옥산면 미호로 555,,충청북도 청주시청,환경관리본부,043-201-4802,http://www.cheongju.go.kr/environment/contents.do?key=644,36.66570358,127.3937448,2020-07-17,청주시
종합경기장,종합경기장,다목적경기장,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 서원구 사직대로229 (사직동 808),,청주시,,,,36.63785774,127.4723438,2020-07-17,청주시
청주체육관,청주체육관,체육관,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 서원구 사직대로229 (사직동 119-1),,청주시,,,,36.63785774,127.4723438,2020-07-17,청주시
청주야구장,청주야구장,야구장,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 서원구 사직대로229 (사직동 808),,청주시,,,,36.63785774,127.4723438,2020-07-17,청주시
오창양궁연습장,오창양궁연습장,기타,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 청원구 오창읍 양청5길 48,,청주시,,,,36.7130067,127.4283122,2020-07-17,청주시
장애인스포츠센터,장애인스포츠센터,체육관,연중무휴,5:00,22:00,5:00,22:00,Y,,,,,,,,,,충청북도 청주시 청원구 사천로18번길 81 (사천동 89-3외 7),,청주시장애인체육회,,,,36.67873881,127.478062,2020-07-17,청주시
문화체육회관,제2전시실,전시실,"월요일, 설, 추석",9:00,22:00,9:00,22:00,Y,13,18270,,,50,108,냉방+난방,인터넷,,충청북도 청주시 서원구 흥덕로69 (사직동755),,충청북도 청주시청,문화체육관광국,043-201-2306,http://ac.cheongju.go.kr,36.64209999,127.469677,2020-07-17,청주시
상당구청사,공연장,기타,연중무휴,9:00,22:00,9:00,18:00,Y,1,20000,1,20000,270,414,냉방+난방+조명+음향+영상,신청서,,충청북도 청주시 상당구 남일면 단재로 466 (효촌리 92-2),,청주시 상당구청,상당구청 행정지원과,043-201-5054,,36.58974701,127.5051362,2020-07-17,청주시
